state,zipcode,total_pop,total_income,country,avg_income
TX,77450,30910,3185514,USA,103057.7159495309
TX,77455,890,54730,USA,61494.38202247191
TX,77459,33730,3663597,USA,108615.38689593834
TX,77461,5260,343079,USA,65224.144486692014
TX,77465,3060,168818,USA,55169.28104575163
TX,77469,23590,1686586,USA,71495.8033064858
TX,77471,18370,889173,USA,48403.538377789875
TX,77474,6380,398879,USA,62520.219435736675
TX,77477,15460,777540,USA,50293.66106080207
TX,77478,12180,1692242,USA,138936.1247947455
TX,77479,37990,6126923,USA,161277.25717294024
TX,77480,3200,216293,USA,67591.5625
TX,77482,1080,66970,USA,62009.259259259255
TX,77484,5860,388051,USA,66220.3071672355
TX,77485,1510,85689,USA,56747.682119205296
TX,77486,3370,231044,USA,68559.05044510386
TX,77488,5920,293916,USA,49647.97297297297
TX,77489,18470,780612,USA,42263.779101245265
TX,77493,19240,1522145,USA,79113.5654885655
TX,77494,47150,6338035,USA,134422.79957582185
TX,77498,22610,1539844,USA,68104.55550641309
TX,77502,15600,623337,USA,39957.5
TX,77503,10420,455076,USA,43673.32053742802
TX,77504,9730,466538,USA,47948.406988694755
TX,77505,10940,827730,USA,75660.87751371115
TX,77506,13380,454282,USA,33952.31689088191
TX,77510,6570,458400,USA,69771.6894977169
TX,77511,20740,1245757,USA,60065.42912246866
TX,77514,2230,137799,USA,61793.273542600895
TX,77515,12750,816990,USA,64077.64705882353
TX,77517,2820,223102,USA,79114.18439716312
TX,77518,4370,217012,USA,49659.49656750572
TX,77519,440,25804,USA,58645.454545454544
TX,77520,15790,765610,USA,48487.01709943002
TX,77521,26310,1575366,USA,59877.080957810715
TX,77523,10840,1044333,USA,96340.68265682657
TX,77530,13440,575009,USA,42783.40773809524
TX,77531,7030,388423,USA,55252.20483641536
TX,77532,14020,965306,USA,68852.06847360914
TX,77534,1380,113363,USA,82147.10144927536
TX,77535,13090,837171,USA,63955.0038197097
TX,77536,15580,1129200,USA,72477.5353016688
TX,77538,370,23893,USA,64575.67567567567
TX,77539,19460,1228915,USA,63150.82219938335
TX,77541,6730,348774,USA,51823.77414561664
TX,77545,11910,574985,USA,48277.4979009236
TX,77546,23980,2845603,USA,118665.67973311093
TX,77547,4020,151178,USA,37606.46766169154
TX,77550,10360,563170,USA,54360.03861003861
TX,77551,9540,512489,USA,53720.020964360585
TX,77554,4070,505470,USA,124194.1031941032
TX,77560,450,25814,USA,57364.444444444445
TX,77562,4920,300757,USA,61129.471544715445
TX,77563,4450,274213,USA,61620.89887640449
TX,77564,720,42747,USA,59370.833333333336
TX,77565,3670,417883,USA,113864.57765667576
TX,77566,14120,1278841,USA,90569.47592067989
TX,77568,8970,439425,USA,48988.29431438127
TX,77571,16900,1107020,USA,65504.14201183432
TX,77573,40430,3931894,USA,97251.89215928766
TX,77575,5890,369468,USA,62728.01358234295
TX,77577,590,36225,USA,61398.30508474576
TX,77578,10400,989979,USA,95190.28846153847
TX,77581,21630,1877043,USA,86779.61165048544
TX,77583,14120,912406,USA,64617.98866855524
TX,77584,38540,3636578,USA,94358.53658536586
TX,77585,330,19371,USA,58700
TX,77586,11210,1236961,USA,110344.42462087423
TX,77587,6680,242272,USA,36268.26347305389
TX,77590,12980,621114,USA,47851.61787365177
TX,77591,7040,314410,USA,44660.51136363637
TX,77597,390,29226,USA,74938.46153846153
TX,77598,11310,555464,USA,49112.64367816092
TX,77611,4310,297503,USA,69026.2180974478
TX,77612,3650,227678,USA,62377.53424657534
TX,77616,490,27460,USA,56040.816326530614
TX,77619,7360,433150,USA,58851.90217391304
TX,77622,710,49645,USA,69922.5352112676
TX,77624,320,16772,USA,52412.5
TX,77625,3760,240963,USA,64085.90425531915
TX,77627,10790,781843,USA,72459.96292863763
TX,77630,11360,682948,USA,60118.66197183099
TX,77632,8960,626181,USA,69886.27232142857
TX,77640,6520,274062,USA,42034.0490797546
TX,77642,14620,619839,USA,42396.648426812586
TX,77651,6160,510629,USA,82894.31818181818
TX,77655,160,10139,USA,63368.75
TX,77656,7160,397228,USA,55478.77094972067
TX,77657,9590,783487,USA,81698.33159541189
TX,77659,2120,170214,USA,80289.62264150943
TX,77660,600,32527,USA,54211.666666666664
TX,77662,9910,535486,USA,54034.91422805247
TX,77664,1190,69444,USA,58356.3025210084
TX,77665,3070,195612,USA,63717.26384364821
TX,77701,5120,169440,USA,33093.75
TX,77702,1220,71229,USA,58384.42622950819
TX,77703,5300,153101,USA,28886.98113207547
TX,77705,10660,527000,USA,49437.14821763602
TX,77706,13260,1512455,USA,114061.46304675717
TX,77707,7600,471002,USA,61973.94736842105
TX,77708,5420,245936,USA,45375.64575645757
TX,77713,5960,449752,USA,75461.74496644296
TX,77801,5180,170804,USA,32973.74517374518
TX,77802,11660,788657,USA,67637.82161234992
TX,77803,12080,406438,USA,33645.529801324505
TX,77807,4970,340531,USA,68517.30382293763
TX,77808,6570,527114,USA,80230.44140030441
TX,77830,1390,94554,USA,68024.46043165468
TX,77831,1280,67806,USA,52973.4375
TX,77833,12100,803541,USA,66408.34710743802
TX,77835,1260,104308,USA,82784.12698412698
TX,77836,5200,349106,USA,67135.76923076923
TX,77837,610,31348,USA,51390.16393442623
TX,77840,13350,502116,USA,37611.68539325843
TX,77845,27010,2712339,USA,100419.80747871159
TX,77853,500,29371,USA,58742
TX,77856,2080,131348,USA,63148.07692307692
TX,77857,410,25388,USA,61921.95121951219
TX,77859,3040,138045,USA,45409.53947368421
TX,77861,1220,102406,USA,83939.34426229508
TX,77864,3440,168821,USA,49075.87209302326
TX,77865,720,44059,USA,61193.055555555555
TX,77868,6140,329882,USA,53726.71009771987
TX,77871,1630,102115,USA,62647.23926380368
TX,77872,830,48995,USA,59030.12048192771
TX,77873,640,42417,USA,66276.5625
TX,77879,2090,106712,USA,51058.37320574163
TX,77880,800,63899,USA,79873.75
TX,77901,16990,725157,USA,42681.40082401413
TX,77904,12950,1077692,USA,83219.45945945945
TX,77905,6820,474030,USA,69505.86510263929
TX,77954,4230,364486,USA,86166.90307328606
TX,77957,3690,213564,USA,57876.422764227646
TX,77962,1550,100091,USA,64574.83870967742
TX,77963,2370,165798,USA,69956.96202531646
TX,77964,3660,254654,USA,69577.5956284153
TX,77968,1420,129374,USA,91108.45070422535
TX,77971,380,24055,USA,63302.63157894737
TX,77974,210,13987,USA,66604.76190476191
TX,77975,870,54067,USA,62145.97701149425
TX,77979,7440,427082,USA,57403.49462365591
TX,77983,870,46108,USA,52997.70114942529
TX,77984,2070,181460,USA,87661.83574879228
TX,77990,270,16339,USA,60514.81481481482
TX,77994,170,33774,USA,198670.58823529413
TX,77995,4140,260868,USA,63011.59420289855
TX,78002,3400,135634,USA,39892.35294117647
TX,78003,4530,283268,USA,62531.567328918325
TX,78004,260,26272,USA,101046.15384615384
TX,78005,350,21610,USA,61742.857142857145
TX,78006,18420,2532581,USA,137490.82519001086
TX,78008,130,10778,USA,82907.69230769231
TX,78009,4130,296218,USA,71723.48668280871
TX,78010,1430,83916,USA,58682.51748251748
TX,78011,810,54674,USA,67498.76543209876
TX,78012,180,8130,USA,45166.666666666664
TX,78013,2760,258837,USA,93781.52173913043
TX,78014,2010,168860,USA,84009.95024875621
TX,78015,8490,1309613,USA,154253.59246171967
TX,78016,4350,242466,USA,55739.31034482759
TX,78017,1640,90609,USA,55249.39024390244
TX,78022,2140,141668,USA,66200
TX,78023,14070,1505355,USA,106990.40511727078
TX,78024,700,81358,USA,116225.71428571429
TX,78025,2420,148596,USA,61403.305785123965
TX,78026,2740,199499,USA,72809.85401459855
TX,78027,250,29132,USA,116528
TX,78028,17920,1247349,USA,69606.52901785714
TX,78039,850,47270,USA,55611.76470588235
TX,78040,15470,424265,USA,27425.01616031028
TX,78041,21050,1080188,USA,51315.34441805226
TX,78043,18110,646743,USA,35711.927112092766
TX,78045,29050,1815712,USA,62502.99483648881
TX,78046,27800,838263,USA,30153.345323741007
TX,78052,3460,177038,USA,51167.05202312139
TX,78055,790,71189,USA,90112.65822784811
TX,78056,1020,102783,USA,100767.64705882352
TX,78057,500,27029,USA,54058
TX,78058,590,42326,USA,71738.98305084746
TX,78059,2340,120420,USA,51461.53846153846
TX,78061,3940,181405,USA,46041.87817258883
TX,78063,4290,316207,USA,73707.9254079254
TX,78064,6530,418188,USA,64041.04134762634
TX,78065,4760,210080,USA,44134.4537815126
TX,78066,330,27930,USA,84636.36363636363
TX,78067,280,9947,USA,35525
TX,78069,2470,102693,USA,41576.113360323885
TX,78070,8940,907687,USA,101530.98434004474
TX,78071,1390,95691,USA,68842.44604316547
TX,78072,340,41293,USA,121450
TX,78073,3600,148861,USA,41350.27777777778
TX,78076,4700,168696,USA,35892.76595744681
TX,78101,4160,306638,USA,73711.05769230769
TX,78102,8030,374690,USA,46661.270236612705
TX,78108,18640,1297442,USA,69605.25751072961
TX,78109,22590,1080241,USA,47819.43337760071
TX,78112,3900,155748,USA,39935.38461538462
TX,78113,1080,119611,USA,110750.92592592593
TX,78114,9560,613156,USA,64137.65690376569
TX,78116,140,49386,USA,352757.14285714284
TX,78117,290,59899,USA,206548.27586206896
TX,78118,1870,230808,USA,123426.73796791444
TX,78119,2160,171045,USA,79187.5
TX,78121,6630,565977,USA,85366.0633484163
TX,78122,180,8759,USA,48661.11111111111
TX,78123,1200,85471,USA,71225.83333333333
TX,78124,3150,210625,USA,66865.07936507936
TX,78130,38900,2533740,USA,65134.70437017995
TX,78132,16050,1936718,USA,120667.78816199377
TX,78133,9660,748996,USA,77535.81780538302
TX,78140,1450,71544,USA,49340.68965517241
TX,78141,270,22134,USA,81977.77777777778
TX,78148,10280,571379,USA,55581.61478599222
TX,78151,600,56911,USA,94851.66666666667
TX,78152,1380,99409,USA,72035.50724637682
TX,78154,18900,1324651,USA,70087.35449735449
TX,78155,22300,1265947,USA,56768.923766816144
TX,78159,410,24309,USA,59290.243902439026
TX,78160,1880,128170,USA,68175.53191489361
TX,78161,380,21191,USA,55765.78947368421
TX,78163,6160,667473,USA,108356.00649350649
TX,78164,1670,273935,USA,164032.93413173652
TX,78201,18730,695205,USA,37117.191671115856
TX,78202,4730,161416,USA,34126.00422832981
TX,78203,2390,67796,USA,28366.52719665272
TX,78204,5250,286458,USA,54563.42857142857
TX,78205,960,229224,USA,238775
TX,78207,18160,489907,USA,26977.257709251102
TX,78208,1670,59873,USA,35852.09580838324
TX,78209,19450,4014813,USA,206417.12082262212
TX,78210,14980,583898,USA,38978.504672897194
TX,78211,12810,371238,USA,28980.32786885246
TX,78212,12200,1468531,USA,120371.39344262295
TX,78213,19480,942854,USA,48401.12936344969
TX,78214,9650,298427,USA,30925.077720207253
TX,78215,1910,188644,USA,98766.49214659687
TX,78216,19250,1311714,USA,68140.98701298701
TX,78217,16400,786039,USA,47929.207317073175
TX,78218,16070,751243,USA,46748.16428126945
TX,78219,6780,226632,USA,33426.54867256637
TX,78220,7680,240938,USA,31372.135416666668
TX,78221,16720,584908,USA,34982.53588516746
TX,78222,10530,435366,USA,41345.29914529915
TX,78223,24140,931695,USA,38595.484672742336
TX,78224,9230,322868,USA,34980.281690140844
TX,78225,5550,175433,USA,31609.54954954955
TX,78226,2760,80518,USA,29173.1884057971
TX,78227,20220,653747,USA,32331.70128585559
TX,78228,25230,880872,USA,34913.67419738407
TX,78229,14600,679505,USA,46541.438356164384
TX,78230,21170,1933913,USA,91351.5824279641
TX,78231,4480,748856,USA,167155.35714285713
TX,78232,17980,1780148,USA,99007.1190211346
TX,78233,22700,1031637,USA,45446.563876651984
TX,78234,1930,92189,USA,47766.321243523314
TX,78235,920,39392,USA,42817.391304347824
TX,78236,1170,49182,USA,42035.89743589744
TX,78237,15190,413708,USA,27235.54970375247
TX,78238,11610,465261,USA,40074.16020671835
TX,78239,14300,697437,USA,48771.818181818184
TX,78240,26380,1393992,USA,52842.75966641395
TX,78242,13380,405254,USA,30288.041853512706
TX,78244,15330,641177,USA,41824.98369210698
TX,78245,39990,1940940,USA,48535.63390847712
TX,78247,24730,1451918,USA,58710.79660331581
TX,78248,6850,1052533,USA,153654.45255474452
TX,78249,25860,1775739,USA,68667.40139211137
TX,78250,26190,1326471,USA,50647.99541809851
TX,78251,27580,1400870,USA,50792.9659173314
TX,78252,5880,266296,USA,45288.43537414966
TX,78253,27520,1934391,USA,70290.37063953489
TX,78254,30680,1944990,USA,63396.02346805736
TX,78255,7360,1045324,USA,142027.71739130435
TX,78256,5420,625506,USA,115407.0110701107
TX,78257,5060,958032,USA,189334.38735177866
TX,78258,21920,2689444,USA,122693.61313868614
TX,78259,13280,1223640,USA,92141.56626506025
TX,78260,15130,1852110,USA,122413.08658294778
TX,78261,11040,1227182,USA,111157.78985507246
TX,78263,2260,150989,USA,66809.29203539823
TX,78264,5720,218831,USA,38257.167832167834
TX,78266,3570,472020,USA,132218.48739495798
TX,78330,440,24326,USA,55286.36363636363
TX,78332,10550,486193,USA,46084.644549763034
TX,78336,4600,242986,USA,52823.04347826087
TX,78340,190,10678,USA,56200
TX,78343,1840,99585,USA,54122.28260869565
TX,78344,170,7760,USA,45647.05882352941
TX,78349,170,6136,USA,36094.117647058825
TX,78353,150,5972,USA,39813.333333333336
TX,78355,2720,96300,USA,35404.41176470588
TX,78357,1380,73976,USA,53605.79710144927
TX,78361,1940,81264,USA,41888.65979381443
TX,78362,4830,262222,USA,54290.26915113872
TX,78363,11300,536913,USA,47514.42477876106
TX,78368,3790,179317,USA,47313.1926121372
TX,78369,150,10200,USA,68000
TX,78370,2230,129137,USA,57908.96860986547
TX,78372,2480,149138,USA,60136.290322580644
TX,78373,1740,206508,USA,118682.75862068965
TX,78374,8520,640748,USA,75205.16431924883
TX,78375,1240,54147,USA,43666.93548387097
TX,78376,120,3896,USA,32466.666666666668
TX,78377,1510,82601,USA,54702.649006622516
TX,78379,790,63437,USA,80300
TX,78380,9230,498062,USA,53961.21343445287
TX,78382,7170,511548,USA,71345.60669456067
TX,78383,1610,145752,USA,90529.19254658386
TX,78384,2270,88961,USA,39189.867841409694
TX,78387,4230,215479,USA,50940.66193853428
TX,78389,750,36506,USA,48674.666666666664
TX,78390,2430,116615,USA,47989.71193415638
TX,78391,130,5131,USA,39469.230769230766
TX,78393,1040,55382,USA,53251.92307692308
TX,78401,1440,168550,USA,117048.61111111111
TX,78402,240,17576,USA,73233.33333333333
TX,78404,6310,396496,USA,62836.13312202853
TX,78405,5440,148617,USA,27319.301470588234
TX,78406,460,14980,USA,32565.217391304348
TX,78407,700,22503,USA,32147.14285714286
TX,78408,4380,133492,USA,30477.625570776258
TX,78409,1130,47321,USA,41876.991150442474
TX,78410,12020,769091,USA,63984.27620632279
TX,78411,12040,772639,USA,64172.67441860465
TX,78412,15890,827672,USA,52087.602265575835
TX,78413,17490,1175165,USA,67190.6803887936
TX,78414,19680,1551054,USA,78813.71951219512
TX,78415,17050,663466,USA,38912.961876832844
TX,78416,6170,188546,USA,30558.508914100486
TX,78417,1960,67365,USA,34369.897959183676
TX,78418,13670,1020550,USA,74656.18141916605
TX,78501,23740,1036154,USA,43645.91406908172
TX,78503,8900,459208,USA,51596.40449438202
TX,78504,22750,1567687,USA,68909.31868131868
TX,78516,12610,424608,USA,33672.32355273592
TX,78520,25930,1005757,USA,38787.38912456614
TX,78521,36310,1211266,USA,33359.019553841914
TX,78526,21730,1001425,USA,46084.90566037736
TX,78536,110,4147,USA,37700
TX,78537,17150,517249,USA,30160.291545189502
TX,78538,4300,135472,USA,31505.116279069767
TX,78539,14640,850713,USA,58108.811475409835
TX,78541,16070,636026,USA,39578.46919726198
TX,78542,26620,959420,USA,36041.32231404959
TX,78550,20660,880487,USA,42617.95740561472
TX,78552,14350,775435,USA,54037.28222996516
TX,78557,6680,228077,USA,34143.26347305389
TX,78559,4940,188345,USA,38126.51821862348
TX,78560,1970,75327,USA,38237.05583756345
TX,78563,250,14110,USA,56440
TX,78566,8500,342427,USA,40285.529411764706
TX,78569,1620,63164,USA,38990.12345679013
TX,78570,12450,382914,USA,30756.14457831325
TX,78572,29010,1371753,USA,47285.522233712516
TX,78573,15690,672358,USA,42852.64499681326
TX,78574,21830,804923,USA,36872.331653687586
TX,78575,2180,192800,USA,88440.36697247706
TX,78576,4440,148475,USA,33440.31531531532
TX,78577,29330,1021734,USA,34835.799522673035
TX,78578,4410,212721,USA,48236.054421768706
TX,78580,4400,152837,USA,34735.681818181816
TX,78582,15590,590383,USA,37869.33932007697
TX,78583,2530,106460,USA,42079.05138339921
TX,78584,7650,241173,USA,31525.882352941175
TX,78586,19460,664125,USA,34127.69784172662
TX,78588,140,5512,USA,39371.42857142857
TX,78589,17020,596969,USA,35074.55934195065
TX,78591,130,5871,USA,45161.53846153846
TX,78593,2230,73430,USA,32928.25112107623
TX,78595,2280,73912,USA,32417.543859649122
TX,78596,14540,621417,USA,42738.445667125176
TX,78597,1230,129762,USA,105497.56097560975
TX,78598,130,6636,USA,51046.153846153844
TX,78602,13500,847223,USA,62757.259259259255
TX,78605,2570,179138,USA,69703.50194552529
TX,78606,2790,222548,USA,79766.3082437276
TX,78608,270,17985,USA,66611.11111111111
TX,78609,910,61456,USA,67534.06593406593
TX,78610,19380,1426268,USA,73594.84004127968
TX,78611,6410,454624,USA,70924.18096723869
TX,78612,6360,348654,USA,54819.811320754714
TX,78613,37830,3589854,USA,94894.3695479778
TX,78614,230,15428,USA,67078.26086956522
TX,78615,710,45589,USA,64209.859154929574
TX,78616,4020,176277,USA,43850
TX,78617,10350,409749,USA,39589.27536231884
TX,78618,130,10592,USA,81476.92307692308
TX,78619,2470,418281,USA,169344.53441295546
TX,78620,9070,1205569,USA,132918.3020948181
TX,78621,11400,604276,USA,53006.666666666664
TX,78623,820,67305,USA,82079.26829268293
TX,78624,11430,1048991,USA,91775.24059492564
TX,78626,15640,1029090,USA,65798.59335038363
TX,78628,17500,2052430,USA,117281.71428571429
TX,78629,5490,365559,USA,66586.33879781421
TX,78631,1310,77517,USA,59173.282442748095
TX,78632,410,23533,USA,57397.560975609755
TX,78633,14560,1652966,USA,113527.88461538461
TX,78634,16550,1059064,USA,63991.78247734139
TX,78636,1900,151463,USA,79717.36842105263
TX,78638,1030,66973,USA,65022.33009708738
TX,78639,3370,270047,USA,80132.6409495549
TX,78640,27530,1435904,USA,52157.79150018162
TX,78641,33720,3114581,USA,92365.98457888493
TX,78642,7770,720001,USA,92664.22136422136
TX,78643,3020,202723,USA,67126.82119205299
TX,78644,8440,429077,USA,50838.50710900474
TX,78645,6590,696571,USA,105701.21396054629
TX,78648,3380,178672,USA,52861.53846153846
TX,78650,740,46018,USA,62186.48648648649
TX,78652,2720,212946,USA,78288.9705882353
TX,78653,12830,682941,USA,53230.00779423227
TX,78654,8950,661639,USA,73926.14525139665
TX,78655,1300,74194,USA,57072.307692307695
TX,78656,1150,47251,USA,41087.82608695652
TX,78657,3180,509353,USA,160173.8993710692
TX,78659,1440,85948,USA,59686.11111111111
TX,78660,47980,3198594,USA,66665.1521467278
TX,78662,1120,68501,USA,61161.607142857145
TX,78663,370,47318,USA,127886.48648648648
TX,78664,28000,1738756,USA,62098.42857142857
TX,78665,25550,2146030,USA,83993.34637964774
TX,78666,31700,1558207,USA,49154.79495268139
TX,78669,5440,827540,USA,152121.32352941178
TX,78671,380,23055,USA,60671.05263157895
TX,78672,420,20138,USA,47947.619047619046
TX,78676,7080,686451,USA,96956.35593220338
TX,78681,24840,2490854,USA,100275.92592592593
TX,78701,5940,2111413,USA,355456.734006734
TX,78702,13310,1062405,USA,79820.06010518408
TX,78703,11250,4347474,USA,386442.13333333336
TX,78704,27420,3212113,USA,117144.89423778265
TX,78705,6890,443679,USA,64394.62989840348
TX,78717,15400,1746938,USA,113437.53246753247
TX,78719,770,29370,USA,38142.857142857145
TX,78721,5590,269670,USA,48241.50268336315
TX,78722,3580,291114,USA,81316.75977653632
TX,78723,16010,1124391,USA,70230.54341036853
TX,78724,10700,413264,USA,38622.80373831776
TX,78725,4910,245386,USA,49976.78207739307
TX,78726,7200,741067,USA,102925.97222222222
TX,78727,15180,1242647,USA,81860.80368906456
TX,78728,12490,696169,USA,55738.11048839071
TX,78729,16040,1094127,USA,68212.40648379052
TX,78730,4530,1240340,USA,273805.7395143488
TX,78731,13540,3161558,USA,233497.63663220088
TX,78732,7230,1499233,USA,207362.7939142462
TX,78733,4050,1216619,USA,300399.7530864198
TX,78734,11030,1672538,USA,151635.3581142339
TX,78735,9970,1939233,USA,194506.82046138417
TX,78736,4500,445032,USA,98896
TX,78737,8570,1329360,USA,155117.85297549592
TX,78738,11720,2959988,USA,252558.70307167235
TX,78739,8470,1463369,USA,172770.83825265642
TX,78741,23540,1082526,USA,45986.661002548855
TX,78742,320,11555,USA,36109.375
TX,78744,22460,985242,USA,43866.51825467498
TX,78745,31270,1855809,USA,59347.90534058203
TX,78746,13440,7057300,USA,525096.7261904762
TX,78747,9950,606528,USA,60957.58793969849
TX,78748,26470,1769763,USA,66859.19909331319
TX,78749,17340,1682599,USA,97035.69780853517
TX,78750,13640,1562628,USA,114562.17008797654
TX,78751,8810,698903,USA,79330.64699205448
TX,78752,8660,402638,USA,46493.995381062356
TX,78753,23790,1020817,USA,42909.499789827656
TX,78754,12250,663678,USA,54177.795918367345
TX,78756,4610,555315,USA,120458.7852494577
TX,78757,12430,1271965,USA,102330.24939662107
TX,78758,23190,1300187,USA,56066.70978870203
TX,78759,21930,2458230,USA,112094.39124487004
TX,78801,8340,376873,USA,45188.60911270983
TX,78827,480,17967,USA,37431.25
TX,78828,110,5924,USA,53854.545454545456
TX,78829,440,17382,USA,39504.545454545456
TX,78830,210,11965,USA,56976.19047619047
TX,78833,540,24644,USA,45637.03703703704
TX,78834,3240,176177,USA,54375.61728395062
TX,78838,260,30525,USA,117403.84615384616
TX,78839,3110,112887,USA,36298.07073954984
TX,78840,19570,905756,USA,46282.88196218702
TX,78850,530,35328,USA,66656.60377358491
TX,78852,21230,825455,USA,38881.53556288272
TX,78861,5310,308194,USA,58040.30131826742
TX,78870,350,17261,USA,49317.142857142855
TX,78873,790,44975,USA,56930.379746835446
TX,78877,330,15192,USA,46036.36363636363
TX,78879,130,9169,USA,70530.76923076923
TX,78880,690,40088,USA,58098.55072463768
TX,78881,940,45862,USA,48789.36170212766
TX,78883,140,10893,USA,77807.14285714286
TX,78884,540,36093,USA,66838.88888888889
TX,78886,250,13174,USA,52696
TX,78931,120,7282,USA,60683.333333333336
TX,78932,400,37945,USA,94862.5
TX,78933,690,73756,USA,106892.7536231884
TX,78934,3240,223459,USA,68968.82716049382
TX,78935,400,30322,USA,75805
TX,78938,150,7454,USA,49693.333333333336
TX,78940,990,75869,USA,76635.35353535354
TX,78941,1430,90564,USA,63331.468531468534
TX,78942,4170,265005,USA,63550.359712230216
TX,78943,150,5175,USA,34500
TX,78944,320,21405,USA,66890.625
TX,78945,4690,359930,USA,76744.13646055436
TX,78946,490,27507,USA,56136.73469387755
TX,78947,2070,144194,USA,69658.93719806764
TX,78948,390,24865,USA,63756.41025641026
TX,78949,220,18369,USA,83495.45454545454
TX,78950,1000,82128,USA,82128
TX,78953,510,32921,USA,64550.98039215686
TX,78954,560,64206,USA,114653.57142857143
TX,78956,2520,155736,USA,61800
TX,78957,4240,241349,USA,56921.93396226415
TX,78959,860,35616,USA,41413.95348837209
TX,78962,2160,149217,USA,69081.94444444444
TX,78963,400,22965,USA,57412.5
TX,79001,130,6359,USA,48915.38461538462
TX,79005,630,52259,USA,82950.79365079365
TX,79007,5330,324894,USA,60955.72232645404
TX,79009,840,35065,USA,41744.04761904762
TX,79012,370,42370,USA,114513.51351351352
TX,79013,1350,47369,USA,35088.148148148146
TX,79014,1530,129371,USA,84556.2091503268
TX,79015,9020,659512,USA,73116.62971175167
TX,79018,160,8272,USA,51700
TX,79019,750,49680,USA,66240
TX,79022,4080,280084,USA,68648.03921568628
TX,79024,170,8902,USA,52364.705882352944
TX,79027,1770,108878,USA,61512.99435028248
TX,79029,7050,376144,USA,53353.75886524823
TX,79031,430,21905,USA,50941.86046511628
TX,79034,260,16244,USA,62476.92307692308
TX,79035,2000,98957,USA,49478.5
TX,79036,1980,135152,USA,68258.58585858587
TX,79039,350,22517,USA,64334.28571428572
TX,79040,700,56078,USA,80111.42857142857
TX,79041,1090,47761,USA,43817.43119266055
TX,79042,490,27847,USA,56830.61224489796
TX,79043,470,19063,USA,40559.574468085106
TX,79044,250,14518,USA,58072
TX,79045,7660,362019,USA,47260.966057441256
TX,79046,210,11821,USA,56290.47619047619
TX,79052,460,24565,USA,53402.17391304348
TX,79057,390,21413,USA,54905.1282051282
TX,79059,330,24237,USA,73445.45454545454
TX,79061,140,9954,USA,71100
TX,79062,100,6891,USA,68910
TX,79063,340,23708,USA,69729.41176470589
TX,79064,890,40591,USA,45607.86516853933
TX,79065,7430,424232,USA,57097.1736204576
TX,79068,1320,91445,USA,69276.51515151515
TX,79070,4070,280135,USA,68829.23832923833
TX,79072,9590,437205,USA,45589.676746611054
TX,79079,1030,57547,USA,55870.87378640777
TX,79080,190,10674,USA,56178.94736842105
TX,79081,1470,97879,USA,66584.3537414966
TX,79082,120,5782,USA,48183.333333333336
TX,79083,940,63204,USA,67238.29787234042
TX,79084,940,56289,USA,59881.914893617024
TX,79086,850,52695,USA,61994.117647058825
TX,79087,300,15803,USA,52676.666666666664
TX,79088,1950,96645,USA,49561.53846153846
TX,79092,540,35936,USA,66548.14814814815
TX,79095,1010,53733,USA,53200.9900990099
TX,79096,870,59485,USA,68373.5632183908
TX,79097,510,32668,USA,64054.901960784315
TX,79098,180,9483,USA,52683.333333333336
TX,79101,1060,73718,USA,69545.28301886792
TX,79102,4060,184226,USA,45375.862068965514
TX,79103,4620,172952,USA,37435.49783549784
TX,79104,2820,85130,USA,30187.943262411347
TX,79106,11760,585129,USA,49755.86734693878
TX,79107,12650,382940,USA,30271.93675889328
TX,79108,5230,255639,USA,48879.349904397706
TX,79109,19910,1445268,USA,72590.05524861878
TX,79110,8470,394272,USA,46549.23258559622
TX,79111,500,22819,USA,45638
TX,79118,11260,762444,USA,67712.6110124334
TX,79119,9000,989999,USA,109999.88888888889
TX,79121,2980,305726,USA,102592.61744966442
TX,79124,4600,534262,USA,116143.91304347826
TX,79201,2330,119712,USA,51378.540772532186
TX,79225,370,17641,USA,47678.37837837838
TX,79226,1160,50522,USA,43553.44827586207
TX,79227,500,22368,USA,44736
TX,79229,120,6447,USA,53725
TX,79235,1400,73701,USA,52643.57142857143
TX,79237,160,6020,USA,37625
TX,79241,910,45252,USA,49727.47252747253
TX,79244,290,13325,USA,45948.275862068964
TX,79245,860,33287,USA,38705.813953488374
TX,79248,540,22140,USA,41000
TX,79250,540,29488,USA,54607.40740740741
TX,79252,1200,57828,USA,48190
TX,79255,180,8729,USA,48494.444444444445
TX,79256,110,4638,USA,42163.63636363637
TX,79257,370,20000,USA,54054.05405405405
TX,79261,170,7007,USA,41217.64705882353
TX,79311,1360,74791,USA,54993.382352941175
TX,79312,370,13907,USA,37586.48648648649
TX,79313,570,28491,USA,49984.21052631579
TX,79316,4010,199626,USA,49782.04488778055
TX,79322,720,34085,USA,47340.27777777778
TX,79323,2890,199726,USA,69109.34256055363
TX,79325,870,54746,USA,62926.4367816092
TX,79329,1450,101596,USA,70066.20689655172
TX,79331,4440,285267,USA,64249.32432432433
TX,79336,6680,406642,USA,60874.55089820359
TX,79339,2730,129871,USA,47571.794871794875
TX,79342,130,8156,USA,62738.46153846154
TX,79343,570,26098,USA,45785.9649122807
TX,79345,380,18498,USA,48678.94736842105
TX,79346,840,40626,USA,48364.28571428572
TX,79347,2580,123599,USA,47906.589147286824
TX,79350,330,14705,USA,44560.606060606064
TX,79351,530,34380,USA,64867.92452830189
TX,79355,830,56425,USA,67981.92771084337
